nombre,descripcion,imagen,url_detalle,sku,categoria,marca,beneficios,descripcion_larga,faqs,tiendas
Cepillo de Dientes Suave Colgate 360° Carbon,"Cepillo de dientes Colgate 360 ​​Carbon, Combate los problemas bucales eliminando bacterias incluso en lugares difíciles de limpiar.",https://pxmshare.colgatepalmolive.com/JPEG_1500/ywNg8vGFF6ZggFUQ5KQLF.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-gengiva-therapy-carvao?product_overview,7509546065465,Cepillos de dientes,Colgate 360,"['Prevenir caries', 'Blanqueamiento dental', 'Prevenir sarro', 'Combatir placa']","¿Sabías que las bacterias son la principal causa de muchos problemas de salud bucal? El cepillo de dientes Colgate 360 ​​Carbon está diseñado para eliminar las bacterias que se acumulan incluso en zonas de difícil acceso, lo que ayuda a prevenir caries, placa, sarro, problemas de encías y más. Si prefieres los cepillos de dientes de carbón, este Colgate 360 ​​es una excelente opción, ya que sus cerdas negras están impregnadas con carbón vegetal auténtico. Experimenta una limpieza profunda con este cepillo de cerdas suaves, con puntas finas que llegan al doble de profundidad que un cepillo de dientes de punta plana normal. Para una higiene bucal completa, el cepillo también incluye un reconocido limpiador de lengua y mejillas en la parte posterior para eliminar eficazmente las bacterias que causan mal olor de esas superficies. También hemos reforzado nuestro compromiso con la sostenibilidad al aumentar el contenido de plástico reciclado en el mango del 25 % al 40 %. El Colgate 360 ​​Carbon es una solución completa de limpieza bucal, perfecta para tus dientes, lengua, mejillas y encías, con cerdas impregnadas de carbón vegetal con puntas finas para una limpieza excepcionalmente profunda y un mango ergonómico hecho con un 40 % de plástico reciclado. Para una salud bucal óptima y la prevención, es fundamental cepillarse los dientes al menos dos veces al día. Para una limpieza profunda de cada rincón de la boca, recomendamos usar este cepillo de dientes Colgate junto con la crema dental y el enjuague bucal Colgate Total.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}, {'pregunta': '¿Qué tipo de cerdas tiene el cepillo?', 'respuesta': 'Cepillo de cerdas suaves infusionadas en carbón.'}]",[]
Cepillo de Dientes Colgate Triple Accion Medio,"Cepillo de dientes Colgate Triple Action Extra Whitening con eliminación suave de manchas, blanqueamiento natural, eliminación de placa y aliento fresco.",https://pxmshare.colgatepalmolive.com/JPEG_1500/lKBv0B2O8QG45eMtPUDIq.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-triple-accion-xtra-blancura?product_overview,7509546069982,Cepillos de dientes,Colgate Triple Action,"['Prevenir caries', 'Prevenir caries', 'Combatir placa', 'Combatir placa']","Descubre el cepillo de dientes Colgate Triple Acción Extra Blanqueador, diseñado para eliminar suavemente las manchas y revelar el brillo natural de tus dientes. Luce una sonrisa segura gracias a que este cepillo elimina eficazmente la placa y deja un aliento fresco.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}, {'pregunta': '¿Qué tipo de cerdas tiene el cepillo?', 'respuesta': 'Cerdas medias las cuales son espirales pulidoras para remover las manchas.'}]","[{'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '12.312,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Agotado', 'precio': 'N/A'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '15.100.00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '15.300,00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '15.900,00'}]"
Cepillo de Dientes Colgate Total Prevención Activa Suave,"Cepillo de dientes Colgate Total para una limpieza profunda que previene caries, placa y problemas de encías. Cuenta con más de 5500 cerdas y limpiador lingual.",https://pxmshare.colgatepalmolive.com/JPEG_1500/0ezw3i_nnQiMZcSuIaEfi.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-total-foaming-clean?product_overview,7509546693729,Cepillos de dientes,Colgate Total,"['Reducir Sensibilidad', 'Salud de encías', 'Prevenir caries']","¿Sabías que las bacterias son la principal causa de muchos problemas de salud bucal? El cepillo de dientes Colgate Total está diseñado por expertos para ayudarte a combatir estos problemas eliminando las bacterias que se acumulan incluso en las zonas de difícil acceso. Esto ayuda a prevenir problemas comunes como caries, placa, sarro y problemas de encías, brindándote una boca más sana. Este innovador cepillo de dientes combina características avanzadas para una limpieza superior: * Tecnología de alta densidad con más de 5500 cerdas suaves para una cobertura completa. * Dos tipos de cerdas: puntas finas para una limpieza profunda entre los dientes y puntas redondas para una limpieza suave de las superficies dentales. * Un corte multinivel que se adapta perfectamente a los contornos de tus dientes para una experiencia de limpieza óptima. ¿Cómo funciona para mejorar tu higiene bucal? Su configuración única de cerdas genera rápidamente una espuma abundante, distribuyendo eficazmente la crema dental a las zonas ocultas donde proliferan las bacterias, como los espacios estrechos entre los dientes y por encima de la línea de las encías. Además, el limpiador de lengua y mejillas integrado ayuda a eliminar las bacterias que causan el mal aliento, dejando tu boca con una sensación de frescura. Para una buena higiene bucal y una prevención proactiva, es fundamental cepillarse los dientes al menos dos veces al día. Para una limpieza profunda de cada rincón de la boca, recomendamos usar este cepillo de dientes Colgate junto con la crema dental y el enjuague bucal Colgate Total para lograr una salud bucal óptima y una sonrisa radiante.","[{'pregunta': '¿POR QUÉ EL CEPILLO DE DIENTES COLGATE TOTAL ES TAN ESPECIAL?', 'respuesta': 'Su tecnología avanzada combina más de 5,000 cerdas suaves con dos tipos de punta (fina y redonda), que cumplen diferentes funciones de limpieza, y corte multinivel. Su diseño especial genera espuma rápidamente y ayuda a remover las bacterias que se acumulan en los lugares de difícil acceso (donde se originan los problemas bucales más comunes).'}, {'pregunta': '¿ESTE CEPILLO DENTAL AYUDA A COMBATIR EL MAL ALIENTO?', 'respuesta': 'Sí. Posee un limpiador de lengua en la parte posterior de la cabeza para remover las bacterias causantes del mal aliento, alojadas en los tejidos blandos (lengua y cara interna de la mejilla). Los odontólogos e higienistas recomiendan el cepillado de lengua como parte importante de la higiene oral diaria.'}, {'pregunta': '¿QUÉ TIPO DE CERDAS POSEE ELCEPILLO DE DIENTES COLGATE TOTAL?', 'respuesta': 'Cerdas suaves de alta densidad que no lastiman las encías. Posee dos tipos de cerdas: 1) Periféricas con punta fina para una limpieza dental profunda entre los dientes y a lo largo de la línea de las encías. 2) Centrales con punta redonda para limpiar delicadamente la superficie del diente sin dañar el esmalte dental.'}, {'pregunta': '¿ES UN CEPILLO DENTAL CÓMODO DE USAR?', 'respuesta': 'La sensación al cepillarse es suave y confortable. Posee un mango ergonómico con acabado mate y detalles delicados que permiten un agarre seguro para un mayor control durante el cepillado.'}, {'pregunta': '¿CADA CUÁNTO DEBO CAMBIAR EL CEPILLO DENTAL?', 'respuesta': 'Se recomienda hacerlo cada 3 meses ya que luego de este tiempo el cepillo pierde el 95% de su efectividad (comparado con un cepillo dental nuevo). También se sugiere cambiarlo después de una gripe.'}]","[{'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '18.622.00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '32.800,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '37.250,00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '37.300,00'}]"
Cepillo de Dientes Colgate para Ortodoncia Orthogard,El cepillo de dientes Orthogard con cerdas de múltiples niveles elimina la placa en la línea de las encías y limpia alrededor de los brackets y alambres.,https://pxmshare.colgatepalmolive.com/JPEG_1500/9lihSZq_gTbWLGetQx1Ry.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-orthogard-toothbrush?product_overview,7891024068007,Cepillos de dientes,Colgate Orthogard,"['Prevenir caries', 'Combatir placa', 'Combatir placa']","Consiga una sonrisa hermosa y saludable con el cepillo de dientes Colgate OrthoGard, diseñado específicamente para quienes usan aparatos de ortodoncia, como brackets. Este innovador cepillo cuenta con cerdas multinivel en forma de U que se deslizan con destreza alrededor de los brackets para eliminar los restos de comida y adaptarse perfectamente a la superficie de la ortodoncia. Las cerdas externas cuidan suavemente las encías, mientras que las internas limpian meticulosamente los brackets y alambres. Su mango ergonómico y cabezal de goma garantizan un agarre firme y evitan que se resbalen, lo que permite un cepillado cómodo y controlado. Al usarlo con crema dental y una técnica de cepillado adecuada, el cepillo de dientes Colgate OrthoGard proporciona una limpieza profunda y eficaz, ayudándole a mantener una higiene bucal óptima durante todo su tratamiento de ortodoncia.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}]","[{'tienda': 'FarmatodoCO', 'disponibilidad': 'Agotado', 'precio': 'N/A'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '27.400,00'}]"
Cepillo de Dientes Colgate PerioGard Gum Expert,"Cepillo de dientes con limpieza suave y profunda: más de 6.000 cerdas PerioSoft, extra suaves con puntas microfinas.",https://pxmshare.colgatepalmolive.com/JPEG_1500/qJehPXjVRBuqRn7D5uLfg.jpg,https://www.colgate.com/es-co/products/toothbrush/toothbrush-colgate-periogard?product_overview,7891024019610,Cepillos de dientes,Colgate Periogard,"['Salud de encías', 'Condiciones de encías', 'Combatir placa']","Experimente una limpieza suave y profunda con el cepillo de dientes Colgate PerioGard GUM EXPERT, con más de 6000 cerdas PerioSoft. Estas cerdas extrasuaves con puntas microfinas están diseñadas para una limpieza profunda y delicada con sus encías.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}]","[{'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '27.300,00'}]"
Cepillo de Dientes Colgate Zig Zag Carbon Suave,El cepillo de dientes Colgate Zig Zag Carbon elimina eficazmente las bacterias de los dientes y la lengua gracias a sus cerdas en zigzag y su diseño con infusión de carbono.,https://pxmshare.colgatepalmolive.com/JPEG_1500/2hMclqgDDYSj-qmTUz6-7.jpg,https://www.colgate.com/es-co/products/toothbrush/toothbrush-zigzag-charcoal?product_overview,7509546687735,Cepillos de dientes,Colgate ZigZag,"['Prevenir caries', 'Prevenir caries', 'Combatir placa']","Experimente una limpieza completa y refrescante en toda su boca con el cepillo de dientes Colgate Zig Zag Carbon. Sus suaves cerdas con carbón vegetal permiten un cepillado interdental eficaz, limpiando suavemente entre los dientes sin irritar encías, mejillas ni dientes. Este innovador cepillo de dientes cuenta con un limpiador de lengua y mejillas integrado en la parte posterior del cabezal, que elimina eficazmente las bacterias e incluso los microorganismos que se acumulan en el paladar, garantizando una higiene bucal inigualable. Gracias a su cuello flexible, este cepillo llega fácilmente a las zonas más difíciles de la boca, a la vez que masajea suavemente las encías para reducir la presión y proporcionar una experiencia de cepillado cómoda.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}]",[]
Cepillo de Dientes Colgate Recyclean,"Cepillo de dientes Colgate Recyclean, cuida tu sonrisa y el planeta con mango de plástico 100% reciclado y cerdas 100% vegetales.",https://pxmshare.colgatepalmolive.com/JPEG_1500/FFC8BBUgYvNjRv1KmPJ7X.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-recyclean?product_overview,7509546674841,Cepillos de dientes,Colgate Recyclean,"['Prevenir caries', 'Prevenir sarro', 'Combatir placa']","Descubre el cepillo de dientes Colgate RecyClean, una opción revolucionaria que cuida tu salud y la del planeta. Este innovador cepillo cuenta con un mango fabricado con más del 95 % de plástico reciclado, proveniente de botellas PET. A diferencia de muchos cepillos de dientes convencionales, sus suaves cerdas están hechas de nailon 100 % vegetal y viene en un empaque de cartón reciclable, lo que minimiza tu impacto ambiental. Diseñado para una higiene bucal excepcional, el cabezal compacto del Colgate RecyClean llega fácilmente a las zonas más difíciles de limpiar, garantizando una limpieza dental profunda y completa en cada cepillado. Elige una opción consciente para una sonrisa más limpia y un planeta más sano.",[],"[{'tienda': 'ExitoCO', 'disponibilidad': 'Agotado', 'precio': 'N/A'}]"
Cepillo de Dientes Suave Colgate Encias Therapy,"Cepillo de dientes Colgate Gum Therapy: limpieza superior y encías revitalizadas, *en comparación con un cepillo de dientes de cerdas normal.",https://pxmshare.colgatepalmolive.com/JPEG_1500/4OHhuGd3ZaFHNgOMsbQuA.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-gums-therapy?product_overview,7509546667744,Cepillos de dientes,Colgate Renewal,"['Reducir Sensibilidad', 'Condiciones de encías', 'Prevenir caries', 'Combatir placa']","Mejora tu higiene bucal y aumenta tu confianza con el cepillo de dientes Colgate Soft de la línea Gum Therapy, disponible en un práctico paquete de 2. Además de una simple limpieza, este cepillo proporciona una limpieza profunda y suave, enfocada en encías, mejillas y lengua para eliminar bacterias dañinas y prevenir el mal aliento. Disfruta de la libertad de hablar y sonreír con confianza, sabiendo que tu aliento es fresco y tu boca se siente completamente limpia. Consigue una sonrisa más brillante y saludable y experimenta la máxima protección que Colgate te brinda con cada cepillado.","[{'pregunta': '¿En qué te ayuda?', 'respuesta': 'Previene la descalsificación y caries.'}]","[{'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '32.952,00'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '36.250.00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '37.200,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '37.700,00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '37.990,00'}]"
Cepillo de Dientes Niños Colgate Smiles Extra Suave 6+ años,Cepillo de dientes infantil Colgate Minions para una limpieza profunda con limpiador de lengua para eliminar gérmenes para la salud bucal.,https://pxmshare.colgatepalmolive.com/JPEG_1500/TsLpShYVTCpkv5bhQre27.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-minions?product_overview,17509546068555,Cepillos de dientes,Colgate Kids,"['Salud dental infantil', 'Prevenir caries', 'Prevenir sarro', 'Combatir placa']","Cuida la salud bucal de tus hijos con el cepillo de dientes infantil Colgate Minions, diseñado por expertos para brindar una limpieza dental completa y eficaz con cada cepillado. Este innovador cepillo va más allá de la limpieza básica, ya que incluye un limpiador lingual que elimina activamente los gérmenes restantes, contribuyendo a una boca más sana. Sus suaves cerdas proporcionan una limpieza profunda sin causar molestias, llegando incluso a las zonas más difíciles. Incorporar el cepillo de dientes Colgate Minions a su rutina de higiene diaria ayudará a tus hijos a lograr y mantener una sonrisa brillante y saludable. El mango cómodo y antideslizante está diseñado específicamente para las manos de los pequeños, y la práctica base Pega-POP le permite mantenerse en posición vertical, promoviendo una mejor higiene y organización. Este cepillo de dientes se recomienda para niños a partir de 6 años.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}]",[]
Enjuague Bucal Colgate Plax Soft Mint 1L,Enjuague bucal con suave frescura: Colgate Plax Menta Suave protege contra el mal aliento y proporciona una sensación de limpieza. Sin alcohol.,https://pxmshare.colgatepalmolive.com/JPEG_1500/MKWGpcQ6nZNT1UmcVC76W.jpg,https://www.colgate.com/es-co/products/mouthwash/colgate-plax-soft-mint?product_overview,17891024130817,Enjuagues bucales,Colgate Plax,"['Aliento fresco', 'Combatir placa', 'Prevenir caries']","Experimente una suave frescura y una boca más sana con el enjuague bucal Colgate Plax Soft Mint. Con CPC, esta fórmula avanzada elimina hasta el 99.9% de las bacterias, contribuyendo a un aliento fresco y una mejor salud bucal. Este enjuague bucal sin alcohol proporciona mayor frescura y una sensación de limpieza en comparación con el cepillado solo. Incorpore el enjuague bucal Colgate Plax Soft Mint a su rutina diaria para mantener una excelente higiene bucal y disfrutar de una sensación de frescura continua con eficacia comprobada contra las bacterias.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'Aqua/Água, Glycerin/Glicerol, Propylene Glycol/Propilenoglicol, Sorbitol, Poloxamer 407/Poloxaleno, Aroma, Cetylpyridinium Chloride/Cloreto de Cetilpiridínio, Potassium Sorbate/Sorbato de Potássio, Sodium Fluoride/Fluoreto de Sódio, Sodium Saccharin/Sacarina Sódica, Citric Acid/Ácido Cítrico, CI 42051/Azul Merantina 131, CI 16035/Vermelho Allura 129. Contém Fluoreto de Sódio/ Contiene Fluoruro de Sodio (225 ppm de Flúor).'}]",[]
Enjuague Bucal Colgate Orthogard 250ml,"Crema dental que protege los dientes de caries y manchas, y es adecuada para el cuidado de ortodoncia.",https://pxmshare.colgatepalmolive.com/JPEG_1500/GVMHyjVVpUjBI-zrn2r3T.jpg,https://www.colgate.com/es-co/products/mouthwash/colgate-orthogard-mouthwash?product_overview,7891024036570,Enjuagues bucales,Colgate Orthogard,"['Aliento fresco', 'Fortalece los dientes', 'Combatir placa']","Luce una sonrisa sana y radiante con el enjuague bucal Colgate OrthoGard, especialmente formulado para un cuidado dental óptimo y recomendado por dentistas. Su práctico envase de 250 ml es perfecto para una frescura inmediata. Su avanzada fórmula líquida, enriquecida con fluoruro de sodio, previene activamente las caries y ayuda a proteger contra la descalcificación dental. Además de la protección esencial contra las caries, el enjuague bucal Colgate OrthoGard elimina eficazmente las manchas y limpia las zonas de difícil acceso que el cepillo de dientes y el hilo dental podrían pasar por alto. Es especialmente ideal para personas con aparatos de ortodoncia, como brackets, garantizando una limpieza completa y resultados estéticos.","[{'pregunta': 'Ingredientes activos', 'respuesta': 'Sodium fluoride 0,04%.'}, {'pregunta': 'Ingredientes inactivos', 'respuesta': 'Aqua, Sorbitol, Sodium Phosphate, Poloxamer 338, Propylene Glycol, Polysorbate 20, Aroma, Potassium Sorbate, Phosphoric Acid, Sodium Fluoride, CI 42051. Contains: Sodium Fluoride Total Fluoride content: 181 ppm'}]","[{'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '20.950,00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '22.100,00'}]"
Enjuague Bucal Colgate Total Clean Mint 500ml,"Enjuague bucal con 12 horas de defensa activa contra bacterias, combatiendo las caries, la placa y el mal aliento.",https://pxmshare.colgatepalmolive.com/JPEG_1500/aUkaGAcuAVobB2rnGYpfy.jpg,https://www.colgate.com/es-co/products/mouthwash/colgate-total-clean-mint?product_overview,7891024028018,Enjuagues bucales,Colgate Total,"['Aliento fresco', 'Combatir placa', 'Prevenir caries']","Consigue una salud bucal completa con el enjuague bucal Colgate Total Clean Mint, enriquecido con zinc, que reduce significativamente las bacterias y llega a zonas inaccesibles para tu cepillo de dientes. Este avanzado enjuague bucal antibacteriano ofrece una protección superior contra la caries, la acumulación de placa y el mal aliento, defendiendo activamente contra las bacterias incluso después de comer y beber. Mejora tu higiene bucal diaria con el enjuague bucal sin alcohol Colgate Total Clean Mint para una limpieza más eficaz y completa.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'ES: Aqua/Água, Glycerin/Glicerol, Propylene Glycol/Propilenoglicol, Sorbitol, Poloxamer 407/Poloxaleno, Zinc Lactate/Lactato de Zinco, Aroma, Cetylpyridinium Chloride/Cloreto de Cetilpiridínio, Potassium Sorbate/Sorbato de Potássio, Sodium Fluoride/Fluoreto de Sódio, Lactic Acid/Ácido Láctico, Sodium Saccharin/Sacarina Sódica, Sucralose, CI 42051/Azul Merantina 131, CI 17200/Vermelho 33.'}]","[{'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '19.042,00'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '19.775.00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '26.800,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '28.550,00'}]"
Enjuague Bucal Clorhexidina Colgate PerioGard 250ml,Fórmula para afecciones de las encías con prevención especializada para la salud de las encías.,https://pxmshare.colgatepalmolive.com/JPEG_1500/gVEgqKxb_WjInAeRJ8I5o.jpg,https://www.colgate.com/es-co/products/mouthwash/periogard-sem-alcool?product_overview,7891024179925,Enjuagues bucales,Colgate Periogard,"['Salud de encías', 'Condiciones de encías', 'Combatir placa']","Proteger tu salud bucal es fundamental, y Colgate lo entiende. Por eso, Colgate ofrece el enjuague bucal PerioGard de 250 ml, diseñado para dejarte un aliento fresco desde el primer uso. Con Colgate PerioGard, puedes estar seguro de que tu boca experimentará hasta un 54 % menos de placa. Este enjuague bucal sin alcohol garantiza una experiencia cómoda sin ardor, molestias ni irritación. Formulado con clorhexidina al 0,12 %, reduce eficazmente el sangrado de encías hasta en un 48 %. Además, te beneficiarás de la máxima protección con hasta un 99 % menos de bacterias. Para obtener resultados óptimos, usa el enjuague bucal PerioGard después del cepillado o según las indicaciones de tu dentista. Mejora tu rutina de cuidado bucal complementándola con la línea completa de productos Colgate PerioGard, que incluye el cepillo y la crema de dientes.","[{'pregunta': 'Ingredientes activos', 'respuesta': 'Gluconato de clorhexidina al 0.12%'}, {'pregunta': '¿Para cuátno tiempo de tratamiento alcanza?', 'respuesta': 'Alcanza para un tratamiento de hasta dos semanas.'}]","[{'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '40.950,00'}]"
Enjuague Bucal Colgate Plax Odor Control 500ml,Enjuague bucal Colgate Plax Control de Olores para una boca limpia y un aliento fresco. Neutraliza los olores fuertes y elimina el 99.9% de las bacterias.,https://pxmshare.colgatepalmolive.com/JPEG_1500/ZnISpPyNPis4bU-rIfa9E.jpg,https://www.colgate.com/es-co/products/mouthwash/colgate-plax-odor-control?product_overview,7509546679532,Enjuagues bucales,Colgate Plax,"['Aliento fresco', 'Combatir placa', 'Prevenir caries']","Presentamos el NUEVO enjuague bucal Colgate Plax Control de Olor, la solución para un aliento fresco y duradero y un cuidado bucal superior. Su fórmula única sin alcohol elimina hasta el 99.9% de las bacterias, neutralizando eficazmente los fuertes olores de alimentos, como el ajo y la cebolla, para una boca limpia que dura más que cepillarse solo. Disfruta de un sabor intenso sin ardor gracias a su fórmula suave y sin etanol. Perfecto para usar después del cepillado, Colgate Plax Control de Olor aumenta tu confianza al garantizar una sensación de frescura y limpieza durante todo el día. Ayuda a reducir hasta el 99.9% del total de bacterias anaeróbicas cultivables, ofreciendo un producto cosmético sin acción terapéutica. Disfruta de un aliento fresco y una sonrisa segura con Colgate Plax Control de Olor.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'ES: Aqua/Água, Glycerin/Glicerol, Propylene Glycol/Propilenoglicol, Sorbitol, Poloxamer 407/Poloxaleno, Poloxamer 338/Poloxaleno, Aroma, PEG-40 Hydrogenated Castor Oil/Óleo de Rícino Hidrogenado Etoxilado, Cetylpyridinium Chloride/Cloreto de Cetilpiridínio, Potassium Sorbate/Sorbato de Potássio, Sodium Fluoride/Fluoreto de Sódio, Sodium Saccharin/Sacarina Sódica, Citric Acid/Ácido Cítrico, Sucralose, CI 42051/Azul Merantina 131, CI 17200/Vermelho 33. IL for primary packaging (for products with secondary packaging): INGREDIENTES: Aqua, Glycerin, Propylene Glycol, Sorbitol, Poloxamer 407, Poloxamer 338, Aroma, PEG-40 Hydrogenated Castor Oil, Cetylpyridinium Chloride, Potassium Sorbate, Sodium Fluoride, Sodium Saccharin, Citric Acid, Sucralose, CI 42051, CI 17200.'}, {'pregunta': '¿Es llibre de alcohol?', 'respuesta': 'Fórmula sin alcohol con agentes antibacterianos'}]","[{'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '13.370.00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '15.990,00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '20.200,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '21.150,00'}]"
Enjuague Bucal Colgate Luminous White,"Colgate Luminous White asegura una sonrisa brillante y una boca fresca, preservando los dientes naturalmente blancos para obtener mejores resultados con la línea completa.",https://pxmshare.colgatepalmolive.com/JPEG_1500/SwcOc1Jq-BN5LcbgOhtvh.jpg,https://www.colgate.com/es-co/products/mouthwash/colgate-luminous-white?product_overview,17891024179427,Enjuagues bucales,Colgate Luminous White,"['Aliento fresco', 'Blanqueamiento dental', 'Combatir placa']","Luce una sonrisa radiante y segura, y una boca fresca a diario. Este producto ayuda a mantener el brillo natural de tus dientes, asegurándote de que se mantengan blancos. Para obtener resultados óptimos, intégralo en tu rutina de cuidado bucal con la línea completa Colgate Luminous White.","[{'pregunta': 'Ingredientes activos', 'respuesta': 'Fluoruro de sodio 0,05%.'}, {'pregunta': 'Ingredientes inactivos', 'respuesta': 'ES: Aqua/Água, Glycerin/Glicerol, Propylene Glycol/Propilenoglicol, Sorbitol, Tetrapotassium Pyrophosphate/Pirofosfato Tetrapotássico, Polysorbate 20/Polissorbato 20, Tetrasodium Pyrophosphate/Pirofosfato Tetrassódico, Zinc Citrate/Citrato de Zinco, PVM/MA Copolymer/Copolímero de Polivinilmetil Éter/Anidrido Maleico, Aroma, Benzyl Alcohol/Álcool Benzílico, Sodium Fluoride/Fluoreto de Sódio, Sodium Saccharin/Sacarina Sódica, CI 42051/Azul Merantina 131, Limonene/Limoneno.'}, {'pregunta': '¿En qué te ayuda?', 'respuesta': 'Previene la descalsificación y caries.'}]",[]
Enjuague Bucal Colgate Total Encías Prevención Activa 250ml,"Enjuague bucal con limpieza completa y 24 horas de protección antibacteriana, sin alcohol. Colgate Total Prevention Active Encías Sanas.",https://pxmshare.colgatepalmolive.com/JPEG_1500/L7cD0sHJhDx8PQyc76Jfj.jpg,https://www.colgate.com/es-co/products/mouthwash/colgate-total-reinforced-gums?product_overview,7509546666969,Enjuagues bucales,Colgate Total,"['Aliento fresco', 'Prevenir sarro', 'Combatir placa']","Libera el poder de tu sonrisa y logra una boca verdaderamente limpia con el enjuague bucal Colgate Total Active Prevention Encías Saludables. Esta fórmula sin alcohol brinda protección antibacteriana por 24 horas, previniendo la aparición de bacterias en tus encías y manteniendo dientes saludables las 24 horas. Experimenta una limpieza superior con este enjuague bucal Colgate, diseñado para abordar problemas bucales antes de que surjan, incluyendo mal aliento, caries, placa, sarro y erosión del esmalte. Mejora tu rutina de cuidado bucal usando este enjuague bucal antibacteriano dos veces al día después del cepillado; limpia eficazmente las áreas difíciles de alcanzar que el cepillado solo podría pasar por alto. Clínicamente probado para combatir bacterias, el enjuague bucal Colgate Total Encías Saludables es una opción segura y efectiva para una boca sana. Intégralo con tus productos de cuidado dental preferidos e irradia confianza con una sonrisa deslumbrante.","[{'pregunta': 'Ingredientes activos', 'respuesta': 'Fluoruro de sodio 0,05%, Cloruro de cetilpiridinio 0,075%'}, {'pregunta': 'Ingredientes inactivos', 'respuesta': 'ES: Aqua/Água, Glycerin/Glicerol, Propylene Glycol/Propilenoglicol, Sorbitol, Poloxamer 407/Poloxaleno, Aroma, Zinc Lactate/Lactato de Zinco, Cetylpyridinium Chloride/Cloreto de Cetilpiridínio, Potassium Sorbate/Sorbato de Potássio, Sodium Fluoride/Fluoreto de Sódio, Lactic Acid/Ácido Láctico, Sodium Saccharin/Sacarina Sódica, Sucralose, CI 17200/Vermelho 33.'}]","[{'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '15.800,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '15.900,00'}]"
